,USstate,year,month,nTweets_x,nTweets_y
707,tx,2020,12,662061.0,3.0
708,tx,2021,1,334832.0,4.0
709,tx,2021,2,275875.0,13.0
710,tx,2021,3,283671.0,3.0
711,tx,2021,4,266845.0,1.0
712,tx,2021,5,492114.0,1.0
713,tx,2021,6,370540.5,1.5
714,tx,2021,7,248967.0,2.0
715,tx,2021,8,254068.0,3.0
716,tx,2021,9,521390.0,2.0
717,tx,2021,10,392515.0,2.5
718,tx,2021,11,263640.0,3.0
719,tx,2021,12,263640.0,3.0
720,az,2012,1,62231.0,1.0
721,az,2012,2,62231.0,1.0
722,az,2012,3,60413.0,1.0
723,az,2012,4,39250.0,2.0
724,az,2012,5,58689.5,3.0
725,az,2012,6,78129.0,4.0
726,az,2012,7,104624.0,5.0
727,az,2012,8,103277.0,6.0
728,az,2012,9,79456.0,4.0
729,az,2012,10,107750.0,2.0
730,az,2012,11,103686.0,2.0
731,az,2012,12,100806.0,1.5
732,az,2013,1,97926.0,1.0
733,az,2013,2,72542.0,3.0
734,az,2013,3,105889.0,5.0
735,az,2013,4,79684.0,2.0
736,az,2013,5,75916.0,1.0
737,az,2013,6,98573.0,4.0
738,az,2013,7,101182.0,3.0
739,az,2013,8,102162.0,4.0
740,az,2013,9,90034.0,5.0
741,az,2013,10,24755.0,2.0
742,az,2013,11,89909.0,2.0
743,az,2013,12,88739.0,3.0
744,az,2014,1,82037.5,2.0
745,az,2014,2,75336.0,1.0
746,az,2014,3,74198.0,2.0
747,az,2014,4,85211.0,1.0
748,az,2014,5,83726.0,6.0
749,az,2014,6,91748.0,3.0
750,az,2014,7,79461.0,5.0
751,az,2014,8,76844.33333333333,3.666666666666667
752,az,2014,9,74227.66666666667,2.3333333333333335
753,az,2014,10,71611.0,1.0
754,az,2014,11,80039.0,3.0
755,az,2014,12,79078.0,4.0
756,az,2015,1,79061.0,3.6666666666666665
757,az,2015,2,79044.0,3.3333333333333335
758,az,2015,3,79027.0,3.0
759,az,2015,4,79010.0,2.666666666666667
760,az,2015,5,78993.0,2.3333333333333335
761,az,2015,6,78976.0,2.0
762,az,2015,7,101111.0,2.0
763,az,2015,8,56681.0,4.0
764,az,2015,9,71652.0,3.0
765,az,2015,10,70029.5,2.5
766,az,2015,11,68407.0,2.0
767,az,2015,12,88800.5,2.0
768,az,2016,1,109194.0,2.0
769,az,2016,2,79970.0,1.0
770,az,2016,3,77650.0,1.0
771,az,2016,4,102338.0,2.0
772,az,2016,5,105864.0,3.0
773,az,2016,6,85101.0,1.0
774,az,2016,7,37517.0,4.0
775,az,2016,8,85835.0,2.0
776,az,2016,9,111723.0,2.0
777,az,2016,10,77700.0,1.0
778,az,2016,11,92100.5,1.5
779,az,2016,12,106501.0,2.0
780,az,2017,1,115088.0,7.0
781,az,2017,2,103439.0,2.0
782,az,2017,3,125287.0,2.0
783,az,2017,4,95074.0,1.0
784,az,2017,5,126625.0,3.0
785,az,2017,6,112854.0,2.0
786,az,2017,7,109824.5,2.125
787,az,2017,8,106795.0,2.25
788,az,2017,9,103765.5,2.375
789,az,2017,10,100736.0,2.5
790,az,2017,11,97706.5,2.625
791,az,2017,12,94677.0,2.75
792,az,2018,1,91647.5,2.875
793,az,2018,2,88618.0,3.0
794,az,2018,3,58732.0,2.0
795,az,2018,4,73520.0,5.0
796,az,2018,5,83235.75,4.25
797,az,2018,6,92951.5,3.5
798,az,2018,7,102667.25,2.75
799,az,2018,8,112383.0,2.0
800,az,2018,9,112815.0,3.0
801,az,2018,10,115317.0,5.0
802,az,2018,11,102194.33333333333,4.333333333333333
803,az,2018,12,89071.66666666667,3.666666666666667
804,az,2019,1,75949.0,3.0
805,az,2019,2,76311.0,2.0
806,az,2019,3,76673.0,1.0
807,az,2019,4,92822.0,4.0
808,az,2019,5,96215.0,1.0
809,az,2019,6,78427.0,3.0
810,az,2019,7,108727.0,3.0
811,az,2019,8,105556.0,3.0
812,az,2019,9,101313.66666666667,2.7777777777777777
813,az,2019,10,97071.33333333333,2.5555555555555554
814,az,2019,11,92829.0,2.3333333333333335
815,az,2019,12,88586.66666666667,2.111111111111111
816,az,2020,1,84344.33333333334,1.8888888888888888
817,az,2020,2,80102.0,1.6666666666666667
818,az,2020,3,75859.66666666667,1.4444444444444446
819,az,2020,4,71617.33333333334,1.2222222222222223
820,az,2020,5,67375.0,1.0
821,az,2020,6,61949.0,1.0
822,az,2020,7,82166.33333333333,1.6666666666666665
823,az,2020,8,102383.66666666666,2.333333333333333
824,az,2020,9,122601.0,3.0
825,az,2020,10,123727.0,2.3333333333333335
826,az,2020,11,124853.0,1.6666666666666667
827,az,2020,12,125979.0,1.0
828,az,2021,1,106175.5,1.0
829,az,2021,2,86372.0,1.0
830,az,2021,3,66568.5,1.0
831,az,2021,4,46765.0,1.0
832,az,2021,5,47029.0,1.0
833,az,2021,6,47293.0,1.0
834,az,2021,7,47293.0,1.0
835,az,2021,8,47293.0,1.0
836,az,2021,9,47293.0,1.0
837,az,2021,10,47293.0,1.0
838,az,2021,11,47293.0,1.0
839,az,2021,12,47293.0,1.0
840,mn,2012,1,9999.0,1.0
841,mn,2012,2,31801.5,2.0
842,mn,2012,3,53604.0,3.0
843,mn,2012,4,40232.0,2.0
844,mn,2012,5,27845.0,2.0
845,mn,2012,6,56980.0,3.0
846,mn,2012,7,82187.0,5.0
847,mn,2012,8,87127.0,4.0
848,mn,2012,9,66923.0,3.0
849,mn,2012,10,94181.0,2.0
850,mn,2012,11,93277.0,3.0
851,mn,2012,12,82035.0,3.0
852,mn,2013,1,91281.0,3.0
853,mn,2013,2,70392.0,2.0
854,mn,2013,3,100528.0,4.0
855,mn,2013,4,92036.0,3.3333333333333335
856,mn,2013,5,83544.0,2.666666666666667
857,mn,2013,6,75052.0,2.0
858,mn,2013,7,75522.0,4.0
859,mn,2013,8,79814.0,3.0
860,mn,2013,9,73555.0,5.0
861,mn,2013,10,75321.5,4.0
862,mn,2013,11,77088.0,3.0
863,mn,2013,12,75030.0,2.0
864,mn,2014,1,68651.5,2.0
865,mn,2014,2,62273.0,2.0
866,mn,2014,3,63130.0,2.0
867,mn,2014,4,69632.0,3.0
868,mn,2014,5,68007.0,1.0
869,mn,2014,6,66797.0,3.0
870,mn,2014,7,54759.0,1.0
871,mn,2014,8,15054.0,1.0
872,mn,2014,9,33346.0,1.0
873,mn,2014,10,51638.0,1.0
874,mn,2014,11,54297.0,1.0
875,mn,2014,12,56956.0,1.0
876,mn,2015,1,57071.0,1.1428571428571428
877,mn,2015,2,57186.0,1.2857142857142856
878,mn,2015,3,57301.0,1.4285714285714286
879,mn,2015,4,57416.0,1.5714285714285714
880,mn,2015,5,57531.0,1.7142857142857142
881,mn,2015,6,57646.0,1.8571428571428572
882,mn,2015,7,57761.0,2.0
883,mn,2015,8,49022.5,1.5
884,mn,2015,9,40284.0,1.0
885,mn,2015,10,49553.0,2.0
886,mn,2015,11,44579.0,1.0
887,mn,2015,12,34551.0,1.0
888,mn,2016,1,71334.0,1.0
889,mn,2016,2,69046.33333333333,1.0
890,mn,2016,3,66758.66666666667,1.0
891,mn,2016,4,64471.0,1.0
892,mn,2016,5,60572.0,2.0
893,mn,2016,6,57745.333333333336,1.6666666666666667
894,mn,2016,7,54918.666666666664,1.3333333333333335
895,mn,2016,8,52092.0,1.0
896,mn,2016,9,70210.0,1.0
897,mn,2016,10,66733.5,1.0
898,mn,2016,11,63257.0,1.0
899,mn,2016,12,68738.0,1.5
900,mn,2017,1,74219.0,2.0
901,mn,2017,2,59573.0,1.0
902,mn,2017,3,72479.0,1.0
903,mn,2017,4,70226.5,1.0
904,mn,2017,5,67974.0,1.0
905,mn,2017,6,59466.0,2.0
906,mn,2017,7,56512.88888888889,2.0
907,mn,2017,8,53559.77777777778,2.0
908,mn,2017,9,50606.666666666664,2.0
909,mn,2017,10,47653.555555555555,2.0
910,mn,2017,11,44700.444444444445,2.0
911,mn,2017,12,41747.33333333333,2.0
912,mn,2018,1,38794.22222222222,2.0
913,mn,2018,2,35841.11111111111,2.0
914,mn,2018,3,32888.0,2.0
915,mn,2018,4,41016.0,1.0
916,mn,2018,5,35062.0,1.0
917,mn,2018,6,29108.0,1.0
918,mn,2018,7,42215.0,1.5
919,mn,2018,8,55322.0,2.0
920,mn,2018,9,56504.0,4.0
921,mn,2018,10,54328.11111111111,3.7777777777777777
922,mn,2018,11,52152.22222222222,3.5555555555555554
923,mn,2018,12,49976.333333333336,3.3333333333333335
924,mn,2019,1,47800.444444444445,3.111111111111111
925,mn,2019,2,45624.555555555555,2.888888888888889
926,mn,2019,3,43448.66666666667,2.666666666666667
927,mn,2019,4,41272.77777777778,2.4444444444444446
928,mn,2019,5,39096.88888888889,2.2222222222222223
929,mn,2019,6,36921.0,2.0
930,mn,2019,7,43428.0,2.5
931,mn,2019,8,49935.0,3.0
932,mn,2019,9,49299.294117647056,2.8823529411764706
933,mn,2019,10,48663.58823529412,2.764705882352941
934,mn,2019,11,48027.882352941175,2.6470588235294117
935,mn,2019,12,47392.17647058824,2.5294117647058822
936,mn,2020,1,46756.470588235294,2.411764705882353
937,mn,2020,2,46120.76470588235,2.2941176470588234
938,mn,2020,3,45485.05882352941,2.1764705882352944
939,mn,2020,4,44849.35294117647,2.0588235294117645
940,mn,2020,5,44213.64705882353,1.9411764705882353
941,mn,2020,6,43577.94117647059,1.8235294117647058
942,mn,2020,7,42942.23529411765,1.7058823529411764
943,mn,2020,8,42306.529411764706,1.5882352941176472
944,mn,2020,9,41670.82352941176,1.4705882352941178
945,mn,2020,10,41035.117647058825,1.3529411764705883
946,mn,2020,11,40399.41176470588,1.2352941176470589
947,mn,2020,12,39763.70588235294,1.1176470588235294
948,mn,2021,1,39128.0,1.0
949,mn,2021,2,36515.0,1.0
950,mn,2021,3,33902.0,1.0
951,mn,2021,4,31289.0,1.0
952,mn,2021,5,28676.0,1.0
953,mn,2021,6,26063.0,1.0
954,mn,2021,7,26063.0,1.0
955,mn,2021,8,26063.0,1.0
956,mn,2021,9,26063.0,1.0
957,mn,2021,10,26063.0,1.0
958,mn,2021,11,26063.0,1.0
959,mn,2021,12,26063.0,1.0
960,ct,2012,1,10732.0,1.0
961,ct,2012,2,38870.0,2.0
962,ct,2012,3,43512.0,2.0
963,ct,2012,4,49881.0,2.3333333333333335
964,ct,2012,5,56250.0,2.6666666666666665
965,ct,2012,6,62619.0,3.0
966,ct,2012,7,89135.0,3.0
967,ct,2012,8,88743.0,8.0
968,ct,2012,9,64954.0,4.0
969,ct,2012,10,86963.0,1.0
970,ct,2012,11,89162.0,5.0
971,ct,2012,12,78160.0,2.0
972,ct,2013,1,87802.0,4.0
973,ct,2013,2,63462.0,1.0
974,ct,2013,3,92025.0,2.0
975,ct,2013,4,63810.0,5.0
976,ct,2013,5,63492.0,3.0
977,ct,2013,6,75549.0,2.0
978,ct,2013,7,77971.5,2.5
979,ct,2013,8,80394.0,3.0
980,ct,2013,9,64299.0,3.0
981,ct,2013,10,64012.5,2.0
982,ct,2013,11,63726.0,1.0
983,ct,2013,12,58918.666666666664,1.0
984,ct,2014,1,54111.333333333336,1.0
985,ct,2014,2,49304.0,1.0
986,ct,2014,3,50109.333333333336,1.3333333333333333
987,ct,2014,4,50914.666666666664,1.6666666666666665
988,ct,2014,5,51720.0,2.0
989,ct,2014,6,52975.0,1.0
990,ct,2014,7,31044.0,1.0
991,ct,2014,8,9113.0,1.0
992,ct,2014,9,20095.666666666664,1.0
993,ct,2014,10,31078.333333333332,1.0
994,ct,2014,11,42061.0,1.0
995,ct,2014,12,42038.0,1.0
996,ct,2015,1,40608.333333333336,1.0
997,ct,2015,2,39178.666666666664,1.0
998,ct,2015,3,37749.0,1.0
999,ct,2015,4,36319.333333333336,1.0
1000,ct,2015,5,34889.666666666664,1.0
1001,ct,2015,6,33460.0,1.0
1002,ct,2015,7,40679.0,1.0
1003,ct,2015,8,24049.0,1.0
1004,ct,2015,9,28943.0,1.0
1005,ct,2015,10,24018.0,1.0
1006,ct,2015,11,19093.0,1.0
1007,ct,2015,12,14168.0,1.0
1008,ct,2016,1,47277.0,1.0
1009,ct,2016,2,44218.8,1.2
1010,ct,2016,3,41160.6,1.4
1011,ct,2016,4,38102.4,1.6
1012,ct,2016,5,35044.2,1.8
1013,ct,2016,6,31986.0,2.0
1014,ct,2016,7,31257.4,2.0
1015,ct,2016,8,30528.8,2.0
1016,ct,2016,9,29800.2,2.0
1017,ct,2016,10,29071.6,2.0
1018,ct,2016,11,28343.0,2.0
1019,ct,2016,12,29844.4,1.8
1020,ct,2017,1,31345.8,1.6
1021,ct,2017,2,32847.2,1.4
1022,ct,2017,3,34348.6,1.2
1023,ct,2017,4,35850.0,1.0
1024,ct,2017,5,36115.22222222222,1.0
1025,ct,2017,6,36380.444444444445,1.0
1026,ct,2017,7,36645.666666666664,1.0
1027,ct,2017,8,36910.88888888889,1.0
1028,ct,2017,9,37176.11111111111,1.0
1029,ct,2017,10,37441.333333333336,1.0
1030,ct,2017,11,37706.555555555555,1.0
1031,ct,2017,12,37971.77777777778,1.0
1032,ct,2018,1,38237.0,1.0
1033,ct,2018,2,30895.0,1.0
1034,ct,2018,3,20937.0,1.0
1035,ct,2018,4,24554.2,1.0
1036,ct,2018,5,28171.4,1.0
1037,ct,2018,6,31788.6,1.0
1038,ct,2018,7,35405.8,1.0
1039,ct,2018,8,39023.0,1.0
1040,ct,2018,9,37145.0,1.0
1041,ct,2018,10,34325.0,1.75
1042,ct,2018,11,31505.0,2.5
1043,ct,2018,12,28685.0,3.25
1044,ct,2019,1,25865.0,4.0
1045,ct,2019,2,27790.666666666668,3.0
1046,ct,2019,3,29716.333333333332,2.0
1047,ct,2019,4,31642.0,1.0
1048,ct,2019,5,28180.0,1.0
1049,ct,2019,6,24718.0,1.0
1050,ct,2019,7,24997.608695652172,1.0
1051,ct,2019,8,25277.217391304348,1.0
1052,ct,2019,9,25556.82608695652,1.0
1053,ct,2019,10,25836.434782608696,1.0
1054,ct,2019,11,26116.043478260868,1.0
1055,ct,2019,12,26395.652173913044,1.0
1056,ct,2020,1,26675.260869565216,1.0
1057,ct,2020,2,26954.869565217392,1.0
1058,ct,2020,3,27234.478260869564,1.0
1059,ct,2020,4,27514.08695652174,1.0
1060,ct,2020,5,27793.695652173912,1.0
1061,ct,2020,6,28073.304347826088,1.0
1062,ct,2020,7,28352.91304347826,1.0
1063,ct,2020,8,28632.521739130436,1.0
1064,ct,2020,9,28912.130434782608,1.0
1065,ct,2020,10,29191.739130434784,1.0
1066,ct,2020,11,29471.347826086956,1.0
1067,ct,2020,12,29750.956521739132,1.0
1068,ct,2021,1,30030.565217391304,1.0
1069,ct,2021,2,30310.17391304348,1.0
1070,ct,2021,3,30589.782608695652,1.0
1071,ct,2021,4,30869.391304347828,1.0
1072,ct,2021,5,31149.0,1.0
1073,ct,2021,6,28532.0,1.0
1074,ct,2021,7,25915.0,1.0
1075,ct,2021,8,23298.0,1.0
1076,ct,2021,9,20681.0,1.0
1077,ct,2021,10,18064.0,1.0
1078,ct,2021,11,15447.0,1.0
1079,ct,2021,12,15447.0,1.0
1080,ak,2012,1,7373.0,1.0
1081,ak,2012,2,7373.0,1.0
1082,ak,2012,3,7373.0,1.0
1083,ak,2012,4,7373.0,1.0
1084,ak,2012,5,7373.0,1.0
1085,ak,2012,6,7373.0,1.0
1086,ak,2012,7,7373.0,1.0
1087,ak,2012,8,7373.0,1.0
1088,ak,2012,9,7584.0,1.0
1089,ak,2012,10,7795.0,1.0
1090,ak,2012,11,7567.5,1.0
1091,ak,2012,12,7340.0,1.0
1092,ak,2013,1,7112.5,1.0
1093,ak,2013,2,6885.0,1.0
1094,ak,2013,3,6657.5,1.0
1095,ak,2013,4,6430.0,1.0
1096,ak,2013,5,6202.5,1.0
1097,ak,2013,6,5975.0,1.0
1098,ak,2013,7,6083.333333333333,1.0
1099,ak,2013,8,6191.666666666667,1.0
1100,ak,2013,9,6300.0,1.0
1101,ak,2013,10,6381.0,1.0
1102,ak,2013,11,6462.0,1.0
1103,ak,2013,12,6543.0,1.0
1104,ak,2014,1,6228.4,1.0
1105,ak,2014,2,5913.8,1.0
1106,ak,2014,3,5599.2,1.0
1107,ak,2014,4,5284.6,1.0
1108,ak,2014,5,4970.0,1.0
1109,ak,2014,6,4655.4,1.0
1110,ak,2014,7,4340.799999999999,1.0
1111,ak,2014,8,4026.2,1.0
1112,ak,2014,9,3711.6,1.0
1113,ak,2014,10,3397.0,1.0
1114,ak,2014,11,3082.3999999999996,1.0
1115,ak,2014,12,2767.7999999999997,1.0
1116,ak,2015,1,2453.2,1.0
1117,ak,2015,2,2138.5999999999995,1.0
1118,ak,2015,3,1824.0,1.0
1119,ak,2015,4,3072.25,1.0
1120,ak,2015,5,4320.5,1.0
1121,ak,2015,6,5568.75,1.0
1122,ak,2015,7,6817.0,1.0
1123,ak,2015,8,6753.333333333333,1.0
1124,ak,2015,9,6689.666666666667,1.0
1125,ak,2015,10,6626.0,1.0
1126,ak,2015,11,6953.285714285715,1.0714285714285714
1127,ak,2015,12,7280.571428571428,1.1428571428571428
1128,ak,2016,1,7607.857142857143,1.2142857142857142
1129,ak,2016,2,7935.142857142857,1.2857142857142856
1130,ak,2016,3,8262.42857142857,1.3571428571428572
1131,ak,2016,4,8589.714285714286,1.4285714285714286
1132,ak,2016,5,8917.0,1.5
1133,ak,2016,6,9244.285714285714,1.5714285714285714
1134,ak,2016,7,9571.571428571428,1.6428571428571428
1135,ak,2016,8,9898.857142857143,1.7142857142857142
1136,ak,2016,9,10226.142857142857,1.7857142857142856
1137,ak,2016,10,10553.428571428572,1.8571428571428572
1138,ak,2016,11,10880.714285714286,1.9285714285714284
1139,ak,2016,12,11208.0,2.0
1140,ak,2017,1,11475.0,1.6666666666666667
1141,ak,2017,2,11742.0,1.3333333333333335
1142,ak,2017,3,12009.0,1.0
1143,ak,2017,4,9176.0,1.0
1144,ak,2017,5,8850.727272727272,1.0
1145,ak,2017,6,8525.454545454546,1.0
1146,ak,2017,7,8200.181818181818,1.0
1147,ak,2017,8,7874.909090909091,1.0
1148,ak,2017,9,7549.636363636364,1.0
1149,ak,2017,10,7224.363636363636,1.0
1150,ak,2017,11,6899.090909090909,1.0
1151,ak,2017,12,6573.818181818182,1.0
1152,ak,2018,1,6248.545454545455,1.0
1153,ak,2018,2,5923.272727272728,1.0
1154,ak,2018,3,5598.0,1.0
1155,ak,2018,4,6341.333333333333,1.0
1156,ak,2018,5,7084.666666666667,1.0
1157,ak,2018,6,7828.0,1.0
1158,ak,2018,7,8571.333333333334,1.0
1159,ak,2018,8,9314.666666666668,1.0
1160,ak,2018,9,10058.0,1.0
1161,ak,2018,10,9798.57142857143,1.1428571428571428
1162,ak,2018,11,9539.142857142857,1.2857142857142856
1163,ak,2018,12,9279.714285714286,1.4285714285714286
1164,ak,2019,1,9020.285714285714,1.5714285714285714
1165,ak,2019,2,8760.857142857143,1.7142857142857142
1166,ak,2019,3,8501.42857142857,1.8571428571428572
1167,ak,2019,4,8242.0,2.0
1168,ak,2019,5,8095.260869565217,1.9565217391304348
1169,ak,2019,6,7948.521739130435,1.9130434782608696
1170,ak,2019,7,7801.782608695652,1.8695652173913044
1171,ak,2019,8,7655.04347826087,1.8260869565217392
1172,ak,2019,9,7508.304347826087,1.7826086956521738
1173,ak,2019,10,7361.565217391304,1.7391304347826086
1174,ak,2019,11,7214.826086956522,1.6956521739130435
1175,ak,2019,12,7068.086956521739,1.6521739130434783
1176,ak,2020,1,6921.347826086957,1.608695652173913
1177,ak,2020,2,6774.608695652174,1.565217391304348
1178,ak,2020,3,6627.869565217392,1.5217391304347827
1179,ak,2020,4,6481.130434782609,1.4782608695652173
1180,ak,2020,5,6334.391304347826,1.4347826086956523
1181,ak,2020,6,6187.652173913044,1.391304347826087
1182,ak,2020,7,6040.913043478261,1.3478260869565217
1183,ak,2020,8,5894.173913043478,1.3043478260869565
1184,ak,2020,9,5747.434782608696,1.2608695652173914
1185,ak,2020,10,5600.695652173914,1.2173913043478262
1186,ak,2020,11,5453.95652173913,1.1739130434782608
1187,ak,2020,12,5307.217391304348,1.1304347826086958
1188,ak,2021,1,5160.478260869566,1.0869565217391304
1189,ak,2021,2,5013.739130434783,1.0434782608695652
1190,ak,2021,3,4867.0,1.0
1191,ak,2021,4,4867.0,1.0
1192,ak,2021,5,4867.0,1.0
1193,ak,2021,6,4867.0,1.0
1194,ak,2021,7,4867.0,1.0
1195,ak,2021,8,4867.0,1.0
1196,ak,2021,9,4867.0,1.0
1197,ak,2021,10,4867.0,1.0
1198,ak,2021,11,4867.0,1.0
1199,ak,2021,12,4867.0,1.0
1200,mt,2012,1,4905.0,1.0
1201,mt,2012,2,4905.0,1.0
1202,mt,2012,3,4905.0,1.0
1203,mt,2012,4,4905.0,1.0
1204,mt,2012,5,4905.0,1.0
1205,mt,2012,6,4905.0,1.0
1206,mt,2012,7,4905.0,1.0
1207,mt,2012,8,4905.0,1.0
1208,mt,2012,9,4905.0,1.0
1209,mt,2012,10,4905.0,1.0
1210,mt,2012,11,4905.0,1.0
1211,mt,2012,12,4905.0,1.0
1212,mt,2013,1,4905.0,1.0
1213,mt,2013,2,4905.0,1.0
1214,mt,2013,3,4905.0,1.0
1215,mt,2013,4,4905.0,1.0
1216,mt,2013,5,4905.0,1.0
1217,mt,2013,6,4905.0,1.0
1218,mt,2013,7,4905.0,1.0
1219,mt,2013,8,4905.0,1.0
1220,mt,2013,9,4905.0,1.0
1221,mt,2013,10,4905.0,1.0
1222,mt,2013,11,4905.0,1.0
1223,mt,2013,12,4905.0,1.0
1224,mt,2014,1,4905.0,1.0
1225,mt,2014,2,4905.0,1.0
1226,mt,2014,3,4905.0,1.0
1227,mt,2014,4,4905.0,1.0
1228,mt,2014,5,4905.0,1.0
1229,mt,2014,6,4905.0,1.0
1230,mt,2014,7,4905.0,1.0
1231,mt,2014,8,4905.0,1.0
1232,mt,2014,9,4905.0,1.0
1233,mt,2014,10,4905.0,1.0
1234,mt,2014,11,4905.0,1.0
1235,mt,2014,12,4975.2962962962965,1.0
1236,mt,2015,1,5045.592592592592,1.0
1237,mt,2015,2,5115.888888888889,1.0
1238,mt,2015,3,5186.185185185185,1.0
1239,mt,2015,4,5256.481481481482,1.0
1240,mt,2015,5,5326.777777777777,1.0
1241,mt,2015,6,5397.074074074074,1.0
1242,mt,2015,7,5467.37037037037,1.0
1243,mt,2015,8,5537.666666666667,1.0
1244,mt,2015,9,5607.962962962963,1.0
1245,mt,2015,10,5678.259259259259,1.0
1246,mt,2015,11,5748.555555555556,1.0
1247,mt,2015,12,5818.851851851852,1.0
1248,mt,2016,1,5889.148148148148,1.0
1249,mt,2016,2,5959.444444444444,1.0
1250,mt,2016,3,6029.740740740741,1.0
1251,mt,2016,4,6100.0370370370365,1.0
1252,mt,2016,5,6170.333333333333,1.0
1253,mt,2016,6,6240.62962962963,1.0
1254,mt,2016,7,6310.925925925926,1.0
1255,mt,2016,8,6381.222222222223,1.0
1256,mt,2016,9,6451.518518518518,1.0
1257,mt,2016,10,6521.814814814815,1.0
1258,mt,2016,11,6592.111111111111,1.0
1259,mt,2016,12,6662.407407407407,1.0
1260,mt,2017,1,6732.7037037037035,1.0
1261,mt,2017,2,6803.0,1.0
1262,mt,2017,3,6700.5,1.0
1263,mt,2017,4,6598.0,1.0
1264,mt,2017,5,6431.333333333333,1.0
1265,mt,2017,6,6264.666666666667,1.0
1266,mt,2017,7,6098.0,1.0
1267,mt,2017,8,5931.333333333333,1.0
1268,mt,2017,9,5764.666666666667,1.0
1269,mt,2017,10,5598.0,1.0
1270,mt,2017,11,5431.333333333334,1.0
1271,mt,2017,12,5264.666666666667,1.0
1272,mt,2018,1,5098.0,1.0
1273,mt,2018,2,4931.333333333334,1.0
1274,mt,2018,3,4764.666666666667,1.0
1275,mt,2018,4,4598.0,1.0
1276,mt,2018,5,4598.0,1.0
1277,mt,2018,6,4598.0,1.0
1278,mt,2018,7,4598.0,1.0
1279,mt,2018,8,4598.0,1.0
1280,mt,2018,9,4598.0,1.0
1281,mt,2018,10,4598.0,1.0
1282,mt,2018,11,4598.0,1.0
1283,mt,2018,12,4598.0,1.0
1284,mt,2019,1,4598.0,1.0
1285,mt,2019,2,4598.0,1.0
1286,mt,2019,3,4598.0,1.0
1287,mt,2019,4,4598.0,1.0
1288,mt,2019,5,4598.0,1.0
1289,mt,2019,6,4598.0,1.0
1290,mt,2019,7,4598.0,1.0
1291,mt,2019,8,4598.0,1.0
1292,mt,2019,9,4598.0,1.0
1293,mt,2019,10,4598.0,1.0
1294,mt,2019,11,4598.0,1.0
1295,mt,2019,12,4598.0,1.0
1296,mt,2020,1,4598.0,1.0
1297,mt,2020,2,4598.0,1.0
1298,mt,2020,3,4598.0,1.0
1299,mt,2020,4,4598.0,1.0
1300,mt,2020,5,4598.0,1.0
1301,mt,2020,6,4598.0,1.0
1302,mt,2020,7,4598.0,1.0
1303,mt,2020,8,4598.0,1.0
1304,mt,2020,9,4598.0,1.0
1305,mt,2020,10,4598.0,1.0
1306,mt,2020,11,4598.0,1.0
1307,mt,2020,12,4598.0,1.0
1308,mt,2021,1,4598.0,1.0
1309,mt,2021,2,4598.0,1.0
1310,mt,2021,3,4598.0,1.0
1311,mt,2021,4,4598.0,1.0
1312,mt,2021,5,4598.0,1.0
1313,mt,2021,6,4598.0,1.0
1314,mt,2021,7,4598.0,1.0
1315,mt,2021,8,4598.0,1.0
1316,mt,2021,9,4598.0,1.0
1317,mt,2021,10,4598.0,1.0
1318,mt,2021,11,4598.0,1.0
1319,mt,2021,12,4598.0,1.0
1320,ky,2012,1,10763.0,1.0
1321,ky,2012,2,39874.0,2.0
1322,ky,2012,3,59017.0,3.0
1323,ky,2012,4,41893.0,4.0
1324,ky,2012,5,28173.0,2.0
1325,ky,2012,6,62634.0,2.0
1326,ky,2012,7,90052.0,6.0
1327,ky,2012,8,86068.0,5.0
1328,ky,2012,9,68268.0,4.0
1329,ky,2012,10,90205.0,2.0
1330,ky,2012,11,89580.0,1.0
1331,ky,2012,12,74589.0,5.0
1332,ky,2013,1,86655.0,4.0
1333,ky,2013,2,64039.0,4.0
1334,ky,2013,3,91260.0,2.0
1335,ky,2013,4,62183.0,3.0
1336,ky,2013,5,72163.0,3.0
1337,ky,2013,6,71170.0,1.0
1338,ky,2013,7,72161.0,2.0
1339,ky,2013,8,72459.0,1.0
1340,ky,2013,9,64158.0,2.0
1341,ky,2013,10,16396.0,1.0
1342,ky,2013,11,41796.0,2.0
1343,ky,2013,12,67196.0,3.0
1344,ky,2014,1,63565.666666666664,2.6666666666666665
1345,ky,2014,2,59935.333333333336,2.3333333333333335
1346,ky,2014,3,56305.0,2.0
1347,ky,2014,4,55075.5,1.5
1348,ky,2014,5,53846.0,1.0
1349,ky,2014,6,55408.0,4.0
1350,ky,2014,7,45022.0,2.0
1351,ky,2014,8,44971.0,1.5
1352,ky,2014,9,44920.0,1.0
1353,ky,2014,10,47219.5,1.5
1354,ky,2014,11,49519.0,2.0
1355,ky,2014,12,49478.0,4.0
1356,ky,2015,1,49739.142857142855,3.5714285714285716
1357,ky,2015,2,50000.28571428572,3.142857142857143
1358,ky,2015,3,50261.42857142857,2.7142857142857144
1359,ky,2015,4,50522.57142857143,2.2857142857142856
1360,ky,2015,5,50783.71428571428,1.8571428571428572
1361,ky,2015,6,51044.857142857145,1.4285714285714288
1362,ky,2015,7,51306.0,1.0
1363,ky,2015,8,28478.0,2.0
1364,ky,2015,9,36144.0,1.5
1365,ky,2015,10,43810.0,1.0
1366,ky,2015,11,38054.5,1.5
1367,ky,2015,12,32299.0,2.0
1368,ky,2016,1,66599.0,1.0
1369,ky,2016,2,63107.0,1.0
