,USstate,year,month,nTweets_x,nTweets_y,misogyny_proportion
5238,tx,2018,7,575674.0,8.0,1.389675406566911e-05
5239,tx,2018,8,727308.0,38.0,5.22474659978991e-05
5240,tx,2018,9,722549.0,16.0,2.2143826923848763e-05
5241,tx,2018,10,747037.0,13.0,1.7402083163216816e-05
5242,tx,2018,11,663779.6666666666,22.666666666666664,3.975539116856808e-05
5243,tx,2018,12,580522.3333333334,32.33333333333333,6.210869917391934e-05
5244,tx,2019,1,497265.0,42.0,8.446200717927061e-05
5245,tx,2019,2,553062.0,4.0,7.232462183263359e-06
5246,tx,2019,3,521594.0,6.0,1.1503199806746243e-05
5247,tx,2019,4,639410.0,43.0,6.724949562878279e-05
5248,tx,2019,5,680853.0,4.0,5.87498329301626e-06
5249,tx,2019,6,532461.0,24.0,4.5073723709342095e-05
5250,tx,2019,7,704230.0,24.0,3.4079775073484516e-05
5251,tx,2019,8,686731.0,16.0,2.3298788026170362e-05
5252,tx,2019,9,536501.3333333334,12.666666666666666,2.400559370302264e-05
5253,tx,2019,10,386271.6666666667,9.333333333333332,2.4712399379874915e-05
5254,tx,2019,11,236042.0,6.0,2.541920505672719e-05
5255,tx,2019,12,273200.0,6.666666666666667,2.4619644303175695e-05
5256,tx,2020,1,310358.0,7.333333333333333,2.3820083549624195e-05
5257,tx,2020,2,347516.0,8.0,2.30205227960727e-05
5258,tx,2020,3,349225.0,6.0,1.720933871741834e-05
5259,tx,2020,4,350934.0,4.0,1.1398154638763984e-05
5260,tx,2020,5,405299.0,7.0,1.7271199780902495e-05
5261,tx,2020,6,350438.0,3.0,8.560715447525669e-06
5262,tx,2020,7,17411.0,2.0,0.00011486990982712079
5263,tx,2020,8,711151.0,6.0,8.437026735531553e-06
5264,tx,2020,9,669447.0,3.0,4.481310693751708e-06
5265,tx,2020,10,708416.0,5.0,7.057999819315205e-06
5266,tx,2020,11,709005.0,3.0,4.23128186684156e-06
5267,tx,2020,12,662061.0,3.0,4.531304517257473e-06
5268,tx,2021,1,334832.0,4.0,1.1946289482486739e-05
5269,tx,2021,2,275875.0,13.0,4.712279111916629e-05
5270,tx,2021,3,283671.0,3.0,1.0575631629599077e-05
5271,tx,2021,4,266845.0,1.0,3.7474938634787985e-06
5272,tx,2021,5,492114.0,1.0,2.032049484469046e-06
5273,tx,2021,6,370540.5,1.5,5.03262131929092e-06
5274,tx,2021,7,248967.0,2.0,8.033193154112793e-06
5275,tx,2021,8,254068.0,3.0,1.1807862462018043e-05
5276,tx,2021,9,521390.0,2.0,3.835900189877059e-06
5277,tx,2021,10,392515.0,2.5,7.607526790432385e-06
5278,tx,2021,11,263640.0,3.0,1.137915339098771e-05
5279,tx,2021,12,202575.75,2.5,2.1432265265084665e-05
5280,ut,2012,1,141511.5,2.0,3.148537713918162e-05
5281,ut,2012,2,80447.25,1.5,4.153848901327858e-05
5282,ut,2012,3,19383.0,1.0,5.159160088737554e-05
5283,ut,2012,4,14402.5,1.0,7.886308976654915e-05
5284,ut,2012,5,9422.0,1.0,0.00010613457864572278
5285,ut,2012,6,10961.222222222223,1.0,9.911568704539244e-05
5286,ut,2012,7,12500.444444444445,1.0,9.20967954450621e-05
5287,ut,2012,8,14039.666666666666,1.0,8.507790384473176e-05
5288,ut,2012,9,15578.888888888889,1.0,7.805901224440142e-05
5289,ut,2012,10,17118.11111111111,1.0,7.104012064407108e-05
5290,ut,2012,11,18657.333333333332,1.0,6.402122904374075e-05
5291,ut,2012,12,20196.555555555555,1.0,5.700233744341041e-05
5292,ut,2013,1,21735.777777777777,1.0,4.9983445843080064e-05
5293,ut,2013,2,23275.0,1.0,4.296455424274973e-05
5294,ut,2013,3,32495.0,1.0,3.07739652254193e-05
5295,ut,2013,4,29826.0,1.0,3.379844190497315e-05
5296,ut,2013,5,27157.0,1.0,3.682291858452701e-05
5297,ut,2013,6,26351.0,1.0,3.7949223938370464e-05
5298,ut,2013,7,27848.0,1.0,3.590922148807814e-05
5299,ut,2013,8,29272.0,1.0,3.416233943700464e-05
5300,ut,2013,9,28736.333333333332,1.3333333333333333,4.6872730177112676e-05
5301,ut,2013,10,28200.666666666668,1.6666666666666665,5.958312091722071e-05
5302,ut,2013,11,27665.0,2.0,7.229351165732875e-05
5303,ut,2013,12,26903.375,1.875,6.905137118894441e-05
5304,ut,2014,1,26141.75,1.75,6.580923072056007e-05
5305,ut,2014,2,25380.125,1.625,6.256709025217573e-05
5306,ut,2014,3,24618.5,1.5,5.932494978379139e-05
5307,ut,2014,4,23856.875,1.375,5.608280931540705e-05
5308,ut,2014,5,23095.25,1.25,5.284066884702272e-05
5309,ut,2014,6,22333.625,1.125,4.959852837863838e-05
5310,ut,2014,7,21572.0,1.0,4.6356387910254036e-05
5311,ut,2014,8,5906.0,1.0,0.00016931933626820184
5312,ut,2014,9,22313.0,2.0,8.963384574015148e-05
5313,ut,2014,10,22055.5,2.0,9.083452801024923e-05
5314,ut,2014,11,21798.0,2.0,9.203521028034698e-05
5315,ut,2014,12,21540.5,2.0,9.323589255044472e-05
5316,ut,2015,1,21283.0,2.0,9.443657482054247e-05
5317,ut,2015,2,21025.5,2.0,9.563725709064022e-05
5318,ut,2015,3,20768.0,2.0,9.683793936073797e-05
5319,ut,2015,4,20510.5,2.0,9.803862163083571e-05
5320,ut,2015,5,20253.0,2.0,9.923930390093346e-05
5321,ut,2015,6,19995.5,2.0,0.00010043998617103121
5322,ut,2015,7,19738.0,2.0,0.00010164066844112895
5323,ut,2015,8,19480.5,2.0,0.0001028413507112267
5324,ut,2015,9,19223.0,2.0,0.00010404203298132445
5325,ut,2015,10,21021.0,1.8,9.03225570198733e-05
5326,ut,2015,11,22819.0,1.6,7.660308105842214e-05
5327,ut,2015,12,24617.0,1.4,6.2883605096971e-05
5328,ut,2016,1,26415.0,1.2,4.916412913551984e-05
5329,ut,2016,2,28213.0,1.0,3.5444653174068694e-05
5330,ut,2016,3,26652.0,1.0,3.7963161235642786e-05
5331,ut,2016,4,25091.0,1.0,4.048166929721687e-05
5332,ut,2016,5,23530.0,1.0,4.3000177358790965e-05
5333,ut,2016,6,21969.0,1.0,4.551868542036506e-05
5334,ut,2016,7,23129.0,1.0,4.3344792913978484e-05
5335,ut,2016,8,24289.0,1.0,4.117090040759191e-05
5336,ut,2016,9,33799.0,2.0,5.917334832391491e-05
5337,ut,2016,10,33681.0,2.0,5.938212258321292e-05
5338,ut,2016,11,33563.0,2.0,5.959089684251093e-05
5339,ut,2016,12,33445.0,2.0,5.979967110180894e-05
5340,ut,2017,1,36148.0,2.0,5.5328095606949206e-05
5341,ut,2017,2,31914.0,3.0,9.400263207369807e-05
5342,ut,2017,3,35280.666666666664,2.6666666666666665,7.853614801327099e-05
5343,ut,2017,4,38647.333333333336,2.3333333333333335,6.306966395284389e-05
5344,ut,2017,5,42014.0,2.0,4.760317989241681e-05
5345,ut,2017,6,37487.0,1.0,2.6675914316963213e-05
5346,ut,2017,7,36968.42857142857,1.0,2.7084496500730134e-05
5347,ut,2017,8,36449.857142857145,1.0,2.7493078684497055e-05
5348,ut,2017,9,35931.28571428572,1.0,2.7901660868263975e-05
5349,ut,2017,10,35412.71428571428,1.0,2.83102430520309e-05
5350,ut,2017,11,34894.142857142855,1.0,2.871882523579782e-05
5351,ut,2017,12,34375.57142857143,1.0,2.912740741956474e-05
5352,ut,2018,1,33857.0,1.0,2.953598960333166e-05
5353,ut,2018,2,24712.0,1.0,4.046617028164455e-05
5354,ut,2018,3,16352.0,1.0,6.11545988258317e-05
5355,ut,2018,4,20210.0,1.0,4.948045522018802e-05
5356,ut,2018,5,22107.25,1.0,4.6103470664394586e-05
5357,ut,2018,6,24004.5,1.0,4.272648610860115e-05
5358,ut,2018,7,25901.75,1.0,3.9349501552807714e-05
5359,ut,2018,8,27799.0,1.0,3.597251699701428e-05
5360,ut,2018,9,28206.0,1.0,3.545344962064809e-05
5361,ut,2018,10,27110.8,1.0,3.7161703823223266e-05
5362,ut,2018,11,26015.6,1.0,3.8869958025798446e-05
5363,ut,2018,12,24920.4,1.0,4.057821222837362e-05
5364,ut,2019,1,23825.2,1.0,4.22864664309488e-05
5365,ut,2019,2,22730.0,1.0,4.399472063352398e-05
5366,ut,2019,3,22142.916666666668,1.0,6.01881797172845e-05
5367,ut,2019,4,21555.833333333332,1.0,7.638163880104503e-05
5368,ut,2019,5,20968.75,1.0,9.257509788480555e-05
5369,ut,2019,6,20381.666666666668,1.0,0.00010876855696856608
5370,ut,2019,7,19794.583333333332,1.0,0.0001249620160523266
5371,ut,2019,8,19207.5,1.0,0.00014115547513608712
5372,ut,2019,9,18620.416666666664,1.0,0.00015734893421984767
5373,ut,2019,10,18033.333333333332,1.0,0.00017354239330360816
5374,ut,2019,11,17446.25,1.0,0.0001897358523873687
5375,ut,2019,12,16859.166666666664,1.0,0.0002059293114711292
5376,ut,2020,1,16272.083333333332,1.0,0.00022212277055488975
5377,ut,2020,2,15685.0,1.0,0.0002383162296386503
5378,ut,2020,3,15097.916666666666,1.0,0.0002545096887224108
5379,ut,2020,4,14510.833333333332,1.0,0.00027070314780617134
5380,ut,2020,5,13923.75,1.0,0.00028689660688993184
5381,ut,2020,6,13336.666666666666,1.0,0.0003030900659736924
5382,ut,2020,7,12749.583333333332,1.0,0.00031928352505745293
5383,ut,2020,8,12162.5,1.0,0.0003354769841412134
5384,ut,2020,9,11575.416666666666,1.0,0.000351670443224974
5385,ut,2020,10,10988.333333333332,1.0,0.00036786390230873447
5386,ut,2020,11,10401.25,1.0,0.000384057361392495
5387,ut,2020,12,9814.166666666666,1.0,0.0004002508204762555
5388,ut,2021,1,9227.083333333332,1.0,0.00041644427956001606
5389,ut,2021,2,8640.0,1.0,0.0004326377386437766
5390,ut,2021,3,8052.916666666666,1.0,0.0004488311977275371
5391,ut,2021,4,7465.833333333332,1.0,0.00046502465681129765
5392,ut,2021,5,6878.749999999998,1.0,0.00048121811589505814
5393,ut,2021,6,6291.666666666664,1.0,0.0004974115749788187
5394,ut,2021,7,5704.583333333332,1.0,0.0005136050340625791
5395,ut,2021,8,5117.5,1.0,0.0005297984931463397
5396,ut,2021,9,4530.416666666664,1.0,0.0005459919522301002
5397,ut,2021,10,3943.333333333332,1.0,0.0005621854113138608
5398,ut,2021,11,3356.25,1.0,0.0005783788703976213
5399,ut,2021,12,2769.1666666666642,1.0,0.0005945723294813819
5400,vt,2012,1,2182.083333333332,1.0,0.0006107657885651423
5401,vt,2012,2,1595.0,1.0,0.0006269592476489029
5402,vt,2012,3,1833.888888888889,1.0,0.0005869662975689402
5403,vt,2012,4,2072.777777777778,1.0,0.0005469733474889776
5404,vt,2012,5,2311.6666666666665,1.0,0.000506980397409015
5405,vt,2012,6,2550.5555555555557,1.0,0.00046698744732905225
5406,vt,2012,7,2789.4444444444443,1.0,0.0004269944972490896
5407,vt,2012,8,3028.333333333333,1.0,0.00038700154716912695
5408,vt,2012,9,3267.222222222222,1.0,0.0003470085970891643
5409,vt,2012,10,3506.1111111111113,1.0,0.00030701564700920164
5410,vt,2012,11,3745.0,1.0,0.000267022696929239
5411,vt,2012,12,3774.911111111111,1.0,0.0002654538606383258
5412,vt,2013,1,3804.822222222222,1.0,0.00026388502434741265
5413,vt,2013,2,3834.733333333333,1.0,0.0002623161880564994
5414,vt,2013,3,3864.6444444444446,1.0,0.00026074735176558625
5415,vt,2013,4,3894.5555555555557,1.0,0.0002591785154746731
5416,vt,2013,5,3924.4666666666667,1.0,0.0002576096791837599
5417,vt,2013,6,3954.3777777777777,1.0,0.0002560408428928467
5418,vt,2013,7,3984.288888888889,1.0,0.0002544720066019335
5419,vt,2013,8,4014.2,1.0,0.00025290317031102035
5420,vt,2013,9,4044.1111111111113,1.0,0.0002513343340201072
5421,vt,2013,10,4074.0222222222224,1.0,0.00024976549772919395
5422,vt,2013,11,4103.933333333333,1.0,0.0002481966614382808
5423,vt,2013,12,4133.844444444445,1.0,0.0002466278251473676
5424,vt,2014,1,4163.7555555555555,1.0,0.00024505898885645444
5425,vt,2014,2,4193.666666666667,1.0,0.00024349015256554124
5426,vt,2014,3,4223.577777777778,1.0,0.00024192131627462805
5427,vt,2014,4,4253.488888888889,1.0,0.00024035247998371488
5428,vt,2014,5,4283.4,1.0,0.0002387836436928017
5429,vt,2014,6,4313.311111111111,1.0,0.0002372148074018885
5430,vt,2014,7,4343.222222222223,1.0,0.0002356459711109753
5431,vt,2014,8,4373.133333333333,1.0,0.00023407713482006214
5432,vt,2014,9,4403.044444444445,1.0,0.00023250829852914897
5433,vt,2014,10,4432.955555555555,1.0,0.00023093946223823577
5434,vt,2014,11,4462.866666666667,1.0,0.0002293706259473226
5435,vt,2014,12,4492.777777777777,1.0,0.0002278017896564094
5436,vt,2015,1,4522.688888888889,1.0,0.00022623295336549623
5437,vt,2015,2,4552.6,1.0,0.00022466411707458304
5438,vt,2015,3,4582.511111111111,1.0,0.00022309528078366987
5439,vt,2015,4,4612.422222222222,1.0,0.00022152644449275667
5440,vt,2015,5,4642.333333333333,1.0,0.0002199576082018435
5441,vt,2015,6,4672.2444444444445,1.0,0.00021838877191093033
5442,vt,2015,7,4702.155555555555,1.0,0.00021681993562001713
5443,vt,2015,8,4732.066666666667,1.0,0.00021525109932910393
5444,vt,2015,9,4761.977777777778,1.0,0.00021368226303819076
5445,vt,2015,10,4791.888888888889,1.0,0.0002121134267472776
5446,vt,2015,11,4821.8,1.0,0.0002105445904563644
5447,vt,2015,12,4851.711111111112,1.0,0.00020897575416545122
5448,vt,2016,1,4881.622222222222,1.0,0.00020740691787453803
5449,vt,2016,2,4911.533333333333,1.0,0.00020583808158362486
5450,vt,2016,3,4941.444444444444,1.0,0.00020426924529271166
5451,vt,2016,4,4971.355555555556,1.0,0.0002027004090017985
5452,vt,2016,5,5001.266666666666,1.0,0.0002011315727108853
5453,vt,2016,6,5031.177777777778,1.0,0.00019956273641997212
5454,vt,2016,7,5061.088888888889,1.0,0.00019799390012905895
5455,vt,2016,8,5091.0,1.0,0.00019642506383814575
5456,vt,2016,9,5365.461538461538,1.0153846153846153,0.0001947449578755271
5457,vt,2016,10,5639.923076923077,1.0307692307692307,0.00019306485191290847
5458,vt,2016,11,5914.384615384615,1.0461538461538462,0.00019138474595028983
5459,vt,2016,12,6188.846153846154,1.0615384615384615,0.0001897046399876712
5460,vt,2017,1,6463.307692307692,1.0769230769230769,0.00018802453402505255
5461,vt,2017,2,6737.7692307692305,1.0923076923076924,0.00018634442806243393
5462,vt,2017,3,7012.2307692307695,1.1076923076923078,0.0001846643220998153
5463,vt,2017,4,7286.692307692308,1.123076923076923,0.00018298421613719665
5464,vt,2017,5,7561.153846153846,1.1384615384615384,0.000181304110174578
5465,vt,2017,6,7835.615384615385,1.1538461538461537,0.00017962400421195937
5466,vt,2017,7,8110.076923076923,1.1692307692307693,0.00017794389824934073
5467,vt,2017,8,8384.538461538461,1.1846153846153846,0.00017626379228672209
5468,vt,2017,9,8659.0,1.2,0.00017458368632410344
5469,vt,2017,10,8933.461538461539,1.2153846153846155,0.0001729035803614848
5470,vt,2017,11,9207.923076923078,1.2307692307692308,0.00017122347439886616
5471,vt,2017,12,9482.384615384615,1.2461538461538462,0.00016954336843624752
5472,vt,2018,1,9756.846153846152,1.2615384615384615,0.0001678632624736289
5473,vt,2018,2,10031.307692307691,1.2769230769230768,0.00016618315651101027
5474,vt,2018,3,10305.76923076923,1.2923076923076924,0.00016450305054839162
5475,vt,2018,4,10580.23076923077,1.3076923076923077,0.00016282294458577298
5476,vt,2018,5,10854.692307692309,1.323076923076923,0.00016114283862315434
5477,vt,2018,6,11129.153846153846,1.3384615384615386,0.0001594627326605357
5478,vt,2018,7,11403.615384615385,1.353846153846154,0.00015778262669791706
5479,vt,2018,8,11678.076923076922,1.3692307692307693,0.00015610252073529842
5480,vt,2018,9,11952.538461538461,1.3846153846153846,0.00015442241477267978
5481,vt,2018,10,12227.0,1.4,0.00015274230881006116
5482,vt,2018,11,12501.461538461539,1.4153846153846155,0.0001510622028474425
5483,vt,2018,12,12775.923076923076,1.4307692307692308,0.00014938209688482388
5484,vt,2019,1,13050.384615384615,1.4461538461538461,0.00014770199092220524
5485,vt,2019,2,13324.846153846154,1.4615384615384617,0.0001460218849595866
5486,vt,2019,3,13599.307692307691,1.476923076923077,0.00014434177899696796
5487,vt,2019,4,13873.76923076923,1.4923076923076923,0.00014266167303434932
5488,vt,2019,5,14148.23076923077,1.5076923076923077,0.00014098156707173068
5489,vt,2019,6,14422.692307692307,1.523076923076923,0.00013930146110911203
5490,vt,2019,7,14697.153846153846,1.5384615384615385,0.0001376213551464934
5491,vt,2019,8,14971.615384615385,1.5538461538461539,0.00013594124918387475
5492,vt,2019,9,15246.076923076922,1.5692307692307692,0.00013426114322125614
5493,vt,2019,10,15520.538461538461,1.5846153846153848,0.00013258103725863747
5494,vt,2019,11,15795.0,1.6,0.00013090093129601886
5495,vt,2019,12,16069.461538461539,1.6153846153846154,0.00012922082533340021
5496,vt,2020,1,16343.923076923076,1.6307692307692307,0.00012754071937078157
5497,vt,2020,2,16618.384615384617,1.646153846153846,0.00012586061340816293
5498,vt,2020,3,16892.846153846156,1.6615384615384616,0.0001241805074455443
5499,vt,2020,4,17167.30769230769,1.676923076923077,0.00012250040148292565
5500,vt,2020,5,17441.76923076923,1.6923076923076923,0.00012082029552030701
5501,vt,2020,6,17716.23076923077,1.7076923076923078,0.00011914018955768838
5502,vt,2020,7,17990.692307692305,1.7230769230769232,0.00011746008359506974
5503,vt,2020,8,18265.153846153844,1.7384615384615385,0.0001157799776324511
5504,vt,2020,9,18539.615384615383,1.7538461538461538,0.00011409987166983246
5505,vt,2020,10,18814.076923076922,1.7692307692307692,0.00011241976570721382
5506,vt,2020,11,19088.53846153846,1.7846153846153847,0.00011073965974459519
5507,vt,2020,12,19363.0,1.8,0.00010905955378197655
5508,vt,2021,1,19637.46153846154,1.8153846153846154,0.0001073794478193579
5509,vt,2021,2,19911.923076923078,1.830769230769231,0.00010569934185673927
5510,vt,2021,3,20186.384615384617,1.8461538461538463,0.00010401923589412062
5511,vt,2021,4,20460.846153846152,1.8615384615384616,0.00010233912993150198
5512,vt,2021,5,20735.30769230769,1.876923076923077,0.00010065902396888336
5513,vt,2021,6,21009.76923076923,1.8923076923076922,9.897891800626471e-05
5514,vt,2021,7,21284.23076923077,1.9076923076923078,9.729881204364607e-05
5515,vt,2021,8,21558.69230769231,1.9230769230769231,9.561870608102743e-05
5516,vt,2021,9,21833.153846153844,1.9384615384615385,9.393860011840879e-05
5517,vt,2021,10,22107.615384615383,1.953846153846154,9.225849415579016e-05
5518,vt,2021,11,22382.076923076922,1.9692307692307693,9.057838819317152e-05
5519,vt,2021,12,22656.53846153846,1.9846153846153847,8.889828223055288e-05
5520,va,2012,1,22931.0,2.0,8.721817626793424e-05
5521,va,2012,2,67545.5,4.5,7.481450896135657e-05
5522,va,2012,3,112160.0,7.0,6.241084165477889e-05
5523,va,2012,4,80102.0,6.0,7.490449676662256e-05
5524,va,2012,5,52204.0,3.0,5.7466860776951956e-05
5525,va,2012,6,114449.0,7.0,6.116261391536842e-05
5526,va,2012,7,162606.0,3.0,1.8449503708350247e-05
5527,va,2012,8,158089.0,7.0,4.4278855581349744e-05
5528,va,2012,9,113658.0,1.0,8.798324798958279e-06
5529,va,2012,10,152562.0,2.0,1.3109424365176125e-05
5530,va,2012,11,144785.0,5.0,3.453396415374521e-05
5531,va,2012,12,116770.0,1.0,8.56384345294168e-06
5532,va,2013,1,131296.0,3.0,2.2849134779429687e-05
5533,va,2013,2,93350.0,3.0,3.2137118371719335e-05
5534,va,2013,3,131431.0,3.0,2.282566517792606e-05
5535,va,2013,4,87804.0,2.0,2.2778005557833356e-05
5536,va,2013,5,108270.0,1.0,9.236168837166344e-06
5537,va,2013,6,103898.0,3.0,2.8874473040867004e-05
5538,va,2013,7,105315.0,4.0,3.7981294212600295e-05
5539,va,2013,8,108537.0,3.0,2.7640343845877443e-05
5540,va,2013,9,94380.0,1.0,1.0595465140919687e-05
5541,va,2013,10,95554.0,1.0,1.0466866637120997e-05
5542,va,2013,11,96728.0,1.0,1.0338268133322306e-05
5543,va,2013,12,95128.0,4.0,4.204860819106888e-05
5544,va,2014,1,85213.0,2.5,2.766458670596234e-05
5545,va,2014,2,75298.0,1.0,1.32805652208558e-05
5546,va,2014,3,79454.5,1.0,1.2620357002553338e-05
5547,va,2014,4,83611.0,1.0,1.1960148784250876e-05
5548,va,2014,5,82430.0,1.0,1.2131505519835012e-05
5549,va,2014,6,76755.0,1.5,2.0134407796496008e-05
5550,va,2014,7,71080.0,2.0,2.8137310073157006e-05
5551,va,2014,8,19337.0,2.0,0.00010342866008170864
5552,va,2014,9,71139.0,1.0,1.4056987025400975e-05
5553,va,2014,10,64122.0,1.0,1.5595271513677053e-05
5554,va,2014,11,74777.0,2.0,2.6746192010912447e-05
5555,va,2014,12,74603.0,5.0,6.702143345441873e-05
5556,va,2015,1,73669.0,4.4,5.933690710557665e-05
5557,va,2015,2,72735.0,3.8,5.165238075673457e-05
5558,va,2015,3,71801.0,3.2,4.3967854407892494e-05
5559,va,2015,4,70867.0,2.6,3.6283328059050416e-05
5560,va,2015,5,69933.0,2.0,2.859880171020834e-05
5561,va,2015,6,68323.0,1.0,1.4636359644629189e-05
5562,va,2015,7,81459.0,1.0,1.2276114364281417e-05
5563,va,2015,8,70189.0,1.0,1.4624284035956965e-05
5564,va,2015,9,58919.0,1.0,1.6972453707632512e-05
5565,va,2015,10,56817.666666666664,1.0,1.7650298100378023e-05
5566,va,2015,11,54716.333333333336,1.0,1.8328142493123537e-05
5567,va,2015,12,52615.0,1.0,1.9005986885869048e-05
5568,va,2016,1,100341.0,2.0,1.9932031771658643e-05
5569,va,2016,2,84234.5,1.5,1.730514223622857e-05
5570,va,2016,3,68128.0,1.0,1.4678252700798498e-05
5571,va,2016,4,80608.0,1.5,1.808164955424937e-05
5572,va,2016,5,93088.0,2.0,2.1485046407700242e-05
5573,va,2016,6,72256.0,2.0,2.7679362267493358e-05
5574,va,2016,7,72088.0,1.5,2.0791850210498627e-05
5575,va,2016,8,71920.0,1.0,1.3904338153503894e-05
5576,va,2016,9,98344.0,1.0,1.0168388513788335e-05
5577,va,2016,10,97979.33333333333,1.0,1.0206517792397023e-05
5578,va,2016,11,97614.66666666667,1.0,1.0244647071005708e-05
5579,va,2016,12,97250.0,1.0,1.0282776349614396e-05
5580,va,2017,1,114883.0,3.0,2.6113524194180168e-05
5581,va,2017,2,94856.0,3.0,3.1626887070928565e-05
5582,va,2017,3,114799.0,2.0,1.7421754544900216e-05
5583,va,2017,4,87236.0,2.0,2.2926314824155166e-05
5584,va,2017,5,89071.0,1.8888888888888888,2.1449886656586315e-05
5585,va,2017,6,90906.0,1.7777777777777777,1.9973458489017463e-05
5586,va,2017,7,92741.0,1.6666666666666667,1.8497030321448615e-05
5587,va,2017,8,94576.0,1.5555555555555556,1.7020602153879764e-05
5588,va,2017,9,96411.0,1.4444444444444444,1.5544173986310912e-05
5589,va,2017,10,98246.0,1.3333333333333335,1.4067745818742061e-05
5590,va,2017,11,100081.0,1.2222222222222223,1.2591317651173211e-05
5591,va,2017,12,101916.0,1.1111111111111112,1.111488948360436e-05
5592,va,2018,1,103751.0,1.0,9.638461316035508e-06
5593,va,2018,2,83341.0,1.0,1.1998896101558656e-05
5594,va,2018,3,55294.0,4.0,7.234057944804138e-05
5595,va,2018,4,66425.0,1.0,1.5054572826496049e-05
5596,va,2018,5,58394.0,1.0,1.745520969025694e-05
5597,va,2018,6,50363.0,1.0,1.985584655401783e-05
5598,va,2018,7,75409.0,1.0,1.3261016589531754e-05
5599,va,2018,8,97578.0,3.0,3.0744635061181826e-05
5600,va,2018,9,98587.0,4.0,4.0573300739448406e-05
5601,va,2018,10,91420.5,4.5,5.188275798046694e-05
5602,va,2018,11,84254.0,5.0,6.319221522148548e-05
5603,va,2018,12,77087.5,5.5,7.450167246250401e-05
5604,va,2019,1,69921.0,6.0,8.581112970352255e-05
5605,va,2019,2,74148.33333333333,6.0,8.141961548531388e-05
5606,va,2019,3,78375.66666666667,6.0,7.70281012671052e-05
5607,va,2019,4,82603.0,6.0,7.263658704889653e-05
5608,va,2019,5,74767.5,4.5,5.872909852056372e-05
5609,va,2019,6,66932.0,3.0,4.4821609992230924e-05
5610,va,2019,7,91328.0,1.0,1.0949544498948843e-05
5611,va,2019,8,87319.0,1.0,1.1452261248983612e-05
5612,va,2019,9,87138.41666666667,1.0833333333333333,1.245519037388824e-05
5613,va,2019,10,86957.83333333333,1.1666666666666667,1.345811949879287e-05
