,USstate,year,month,nTweets_x,nTweets_y,misogyny_proportion
4806,sc,2012,7,112729.0,10.0,8.870831817899565e-05
4807,sc,2012,8,106508.0,5.0,4.6944830435272465e-05
4808,sc,2012,9,77959.0,2.0,2.5654510704344593e-05
4809,sc,2012,10,104933.0,1.0,9.529890501558136e-06
4810,sc,2012,11,105249.0,4.0,3.800511168752197e-05
4811,sc,2012,12,88714.0,1.0,1.1272178010235138e-05
4812,sc,2013,1,95378.0,3.0,3.1453794376061565e-05
4813,sc,2013,2,71993.0,3.0,4.167071798647091e-05
4814,sc,2013,3,70357.5,2.5,3.5386739919285337e-05
4815,sc,2013,4,68722.0,2.0,2.9102761852099765e-05
4816,sc,2013,5,83600.0,3.0,3.5885167464114834e-05
4817,sc,2013,6,81229.0,3.0,3.69326225855298e-05
4818,sc,2013,7,84016.0,2.0,2.380498952580461e-05
4819,sc,2013,8,85117.0,2.0,2.34970687406746e-05
4820,sc,2013,9,75339.0,4.0,5.309335138507281e-05
4821,sc,2013,10,19253.0,2.0,0.00010387991481846985
4822,sc,2013,11,73428.0,2.0,2.7237566051097674e-05
4823,sc,2013,12,68393.75,2.25,3.450184551466073e-05
4824,sc,2014,1,63359.5,2.5,4.1766124978223774e-05
4825,sc,2014,2,58325.25,2.75,4.903040444178682e-05
4826,sc,2014,3,53291.0,3.0,5.629468390534987e-05
4827,sc,2014,4,58381.0,3.0,5.138658125074939e-05
4828,sc,2014,5,60089.0,1.0,1.664198106142555e-05
4829,sc,2014,6,60321.0,1.0,1.6577974503075214e-05
4830,sc,2014,7,49839.0,4.0,8.025843215152792e-05
4831,sc,2014,8,49814.5,3.0,6.02135703637736e-05
4832,sc,2014,9,49790.0,2.0,4.016870857601928e-05
4833,sc,2014,10,49879.0,2.0,4.0097162485255874e-05
4834,sc,2014,11,49968.0,2.0,4.002561639449247e-05
4835,sc,2014,12,49476.0,1.0,2.02118198722613e-05
4836,sc,2015,1,48836.666666666664,1.0,2.049495068233285e-05
4837,sc,2015,2,48197.333333333336,1.0,2.0778081492404408e-05
4838,sc,2015,3,47558.0,1.0,2.106121230247596e-05
4839,sc,2015,4,46918.666666666664,1.0,2.1344343112547513e-05
4840,sc,2015,5,46279.333333333336,1.0,2.162747392261907e-05
4841,sc,2015,6,45640.0,1.0,2.1910604732690622e-05
4842,sc,2015,7,51943.0,1.0,1.9251872244575784e-05
4843,sc,2015,8,28489.0,1.0,3.510126715574432e-05
4844,sc,2015,9,35930.0,2.0,5.566379070414695e-05
4845,sc,2015,10,48231.0,2.0,4.146710621799258e-05
4846,sc,2015,11,52613.333333333336,1.6666666666666667,3.307556502816371e-05
4847,sc,2015,12,56995.666666666664,1.3333333333333335,2.4684023838334846e-05
4848,sc,2016,1,61378.0,1.0,1.629248264850598e-05
4849,sc,2016,2,51277.5,1.0,2.0288942346668416e-05
4850,sc,2016,3,41177.0,1.0,2.4285402044830854e-05
4851,sc,2016,4,54819.0,1.0,1.8241850453309982e-05
4852,sc,2016,5,55180.0,1.0,1.812250815512867e-05
4853,sc,2016,6,43611.0,1.0,2.2929994726101212e-05
4854,sc,2016,7,44937.5,1.0,2.22725367024938e-05
4855,sc,2016,8,46264.0,1.0,2.1615078678886393e-05
4856,sc,2016,9,63671.0,2.0,3.1411474611675645e-05
4857,sc,2016,10,63906.75,1.75,2.7427736487744258e-05
4858,sc,2016,11,64142.5,1.5,2.3443998363812874e-05
4859,sc,2016,12,64378.25,1.25,1.946026023988149e-05
4860,sc,2017,1,64614.0,1.0,1.5476522115950103e-05
4861,sc,2017,2,51796.0,2.0,3.861302031044868e-05
4862,sc,2017,3,63540.0,2.0,3.147623544224111e-05
4863,sc,2017,4,51052.0,4.0,7.835148476063621e-05
4864,sc,2017,5,50355.9,3.8,7.505240940607131e-05
4865,sc,2017,6,49659.8,3.6,7.17533340515064e-05
4866,sc,2017,7,48963.7,3.4,6.84542586969415e-05
4867,sc,2017,8,48267.6,3.2,6.51551833423766e-05
4868,sc,2017,9,47571.5,3.0,6.18561079878117e-05
4869,sc,2017,10,46875.4,2.8,5.8557032633246794e-05
4870,sc,2017,11,46179.3,2.5999999999999996,5.525795727868189e-05
4871,sc,2017,12,45483.2,2.4,5.1958881924116994e-05
4872,sc,2018,1,44787.1,2.2,4.865980656955208e-05
4873,sc,2018,2,44091.0,2.0,4.5360731214987186e-05
4874,sc,2018,3,39996.5,1.5,3.660716634282867e-05
4875,sc,2018,4,35902.0,1.0,2.7853601470670157e-05
4876,sc,2018,5,31512.5,1.5,5.079587863969669e-05
4877,sc,2018,6,27123.0,2.0,7.373815580872323e-05
4878,sc,2018,7,40725.0,1.0,2.4554941682013504e-05
4879,sc,2018,8,52900.0,1.0,1.8903591682419658e-05
4880,sc,2018,9,54962.0,1.0,1.819438885047851e-05
4881,sc,2018,10,55827.0,1.0,1.791247962455443e-05
4882,sc,2018,11,49724.666666666664,1.0,2.0825803758231736e-05
4883,sc,2018,12,43622.333333333336,1.0,2.3739127891909046e-05
4884,sc,2019,1,37520.0,1.0,2.6652452025586353e-05
4885,sc,2019,2,39478.0,1.3333333333333333,3.313140838515761e-05
4886,sc,2019,3,41436.0,1.6666666666666665,3.961036474472887e-05
4887,sc,2019,4,43394.0,2.0,4.608932110430013e-05
4888,sc,2019,5,45072.666666666664,2.0,4.4491786373201946e-05
4889,sc,2019,6,46751.333333333336,2.0,4.289425164210376e-05
4890,sc,2019,7,48430.0,2.0,4.1296716911005576e-05
4891,sc,2019,8,47023.0,1.0,2.126618888628969e-05
4892,sc,2019,9,45040.0,1.0,2.261959729354e-05
4893,sc,2019,10,43057.0,1.0,2.3973005700790313e-05
4894,sc,2019,11,41074.0,1.0,2.532641410804062e-05
4895,sc,2019,12,39091.0,1.0,2.6679822515290933e-05
4896,sc,2020,1,37108.0,1.0,2.8033230922541245e-05
4897,sc,2020,2,35125.0,1.0,2.9386639329791554e-05
4898,sc,2020,3,33142.0,1.0,3.0740047737041866e-05
4899,sc,2020,4,31159.0,1.0,3.209345614429218e-05
4900,sc,2020,5,39383.25,1.25,3.187576214693526e-05
4901,sc,2020,6,47607.5,1.5,3.1658068149578334e-05
4902,sc,2020,7,55831.75,1.75,3.144037415222141e-05
4903,sc,2020,8,64056.0,2.0,3.122268015486449e-05
4904,sc,2020,9,60704.666666666664,1.9444444444444444,4.437435571848908e-05
4905,sc,2020,10,57353.333333333336,1.8888888888888888,5.752603128211368e-05
4906,sc,2020,11,54002.0,1.8333333333333333,7.067770684573827e-05
4907,sc,2020,12,50650.666666666664,1.7777777777777777,8.382938240936286e-05
4908,sc,2021,1,47299.33333333333,1.7222222222222223,9.698105797298747e-05
4909,sc,2021,2,43948.0,1.6666666666666667,0.00011013273353661205
4910,sc,2021,3,40596.666666666664,1.6111111111111112,0.00012328440910023663
4911,sc,2021,4,37245.33333333333,1.5555555555555556,0.00013643608466386124
4912,sc,2021,5,33894.0,1.5,0.00014958776022748582
4913,sc,2021,6,30542.666666666664,1.4444444444444444,0.00016273943579111043
4914,sc,2021,7,27191.33333333333,1.3888888888888888,0.00017589111135473502
4915,sc,2021,8,23840.0,1.3333333333333335,0.0001890427869183596
4916,sc,2021,9,20488.666666666664,1.2777777777777777,0.0002021944624819842
4917,sc,2021,10,17137.33333333333,1.2222222222222223,0.0002153461380456088
4918,sc,2021,11,13786.0,1.1666666666666667,0.0002284978136092334
4919,sc,2021,12,10434.666666666664,1.1111111111111112,0.00024164948917285799
4920,sd,2012,1,7083.3333333333285,1.0555555555555556,0.00025480116473648257
4921,sd,2012,2,3732.0,1.0,0.0002679528403001072
4922,sd,2012,3,4456.25,1.375,0.00028694666303920514
4923,sd,2012,4,5180.5,1.75,0.00030594048577830315
4924,sd,2012,5,5904.75,2.125,0.0003249343085174011
4925,sd,2012,6,6629.0,2.5,0.0003439281312564991
4926,sd,2012,7,7353.25,2.875,0.0003629219539955971
4927,sd,2012,8,8077.5,3.25,0.00038191577673469504
4928,sd,2012,9,8801.75,3.625,0.00040090959947379305
4929,sd,2012,10,9526.0,4.0,0.000419903422212891
4930,sd,2012,11,8787.0,2.5,0.0002720789476869624
4931,sd,2012,12,8048.0,1.0,0.00012425447316103378
4932,sd,2013,1,8624.0,1.0,0.00011595547309833024
4933,sd,2013,2,7150.0,1.0,0.00013986013986013986
4934,sd,2013,3,9921.0,1.0,0.00010079629069650237
4935,sd,2013,4,9293.5,1.0,0.00010809489125178223
4936,sd,2013,5,8666.0,1.0,0.00011539349180706209
4937,sd,2013,6,8660.0,1.0,0.00011547344110854503
4938,sd,2013,7,8165.0,2.0,0.0002449479485609308
4939,sd,2013,8,8088.636363636364,1.9090909090909092,0.00023509075063094236
4940,sd,2013,9,8012.272727272727,1.8181818181818181,0.0002252335527009539
4941,sd,2013,10,7935.909090909091,1.7272727272727273,0.00021537635477096549
4942,sd,2013,11,7859.545454545455,1.6363636363636362,0.00020551915684097704
4943,sd,2013,12,7783.181818181818,1.5454545454545454,0.0001956619589109886
4944,sd,2014,1,7706.818181818182,1.4545454545454546,0.0001858047609810002
4945,sd,2014,2,7630.454545454546,1.3636363636363638,0.00017594756305101177
4946,sd,2014,3,7554.090909090909,1.2727272727272727,0.00016609036512102332
4947,sd,2014,4,7477.727272727273,1.1818181818181817,0.00015623316719103487
4948,sd,2014,5,7401.363636363636,1.0909090909090908,0.00014637596926104644
4949,sd,2014,6,7325.0,1.0,0.00013651877133105802
4950,sd,2014,7,4520.0,1.0,0.0003598045751699022
4951,sd,2014,8,1715.0,1.0,0.0005830903790087463
4952,sd,2014,9,2092.0,1.0,0.0005560316551182617
4953,sd,2014,10,2469.0,1.0,0.000528972931227777
4954,sd,2014,11,2846.0,1.0,0.0005019142073372924
4955,sd,2014,12,3223.0,1.0,0.0004748554834468077
4956,sd,2015,1,3600.0,1.0,0.0004477967595563231
4957,sd,2015,2,3977.0,1.0,0.0004207380356658384
4958,sd,2015,3,4354.0,1.0,0.00039367931177535377
4959,sd,2015,4,4731.0,1.0,0.00036662058788486905
4960,sd,2015,5,5108.0,1.0,0.00033956186399438444
4961,sd,2015,6,5485.0,1.0,0.0003125031401038998
4962,sd,2015,7,5862.0,1.0,0.0002854444162134151
4963,sd,2015,8,6239.0,1.0,0.00025838569232293046
4964,sd,2015,9,6616.0,1.0,0.0002313269684324458
4965,sd,2015,10,6993.0,1.0,0.00020426824454196113
4966,sd,2015,11,7370.0,1.0,0.00017720952065147647
4967,sd,2015,12,7747.0,1.0,0.0001501507967609918
4968,sd,2016,1,8124.0,1.0,0.00012309207287050715
4969,sd,2016,2,7679.666666666667,1.0,0.00013114595463246592
4970,sd,2016,3,7235.333333333333,1.0,0.00013919983639442467
4971,sd,2016,4,6791.0,1.0,0.00014725371815638345
4972,sd,2016,5,6049.5,1.0,0.00016782429690788276
4973,sd,2016,6,5308.0,1.0,0.00018839487565938207
4974,sd,2016,7,5624.567164179104,1.0,0.0001861458511653265
4975,sd,2016,8,5941.134328358209,1.0,0.00018389682667127092
4976,sd,2016,9,6257.701492537313,1.0,0.00018164780217721536
4977,sd,2016,10,6574.268656716418,1.0,0.00017939877768315978
4978,sd,2016,11,6890.835820895522,1.0,0.00017714975318910422
4979,sd,2016,12,7207.4029850746265,1.0,0.00017490072869504866
4980,sd,2017,1,7523.9701492537315,1.0,0.00017265170420099307
4981,sd,2017,2,7840.537313432836,1.0,0.00017040267970693752
4982,sd,2017,3,8157.10447761194,1.0,0.00016815365521288196
4983,sd,2017,4,8473.671641791045,1.0,0.00016590463071882637
4984,sd,2017,5,8790.238805970148,1.0,0.0001636556062247708
4985,sd,2017,6,9106.805970149253,1.0,0.00016140658173071525
4986,sd,2017,7,9423.373134328358,1.0,0.00015915755723665967
4987,sd,2017,8,9739.940298507463,1.0,0.0001569085327426041
4988,sd,2017,9,10056.507462686568,1.0,0.00015465950824854852
4989,sd,2017,10,10373.074626865671,1.0,0.00015241048375449297
4990,sd,2017,11,10689.641791044774,1.0,0.0001501614592604374
4991,sd,2017,12,11006.20895522388,1.0,0.00014791243476638182
4992,sd,2018,1,11322.776119402984,1.0,0.00014566341027232626
4993,sd,2018,2,11639.34328358209,1.0,0.00014341438577827068
4994,sd,2018,3,11955.910447761195,1.0,0.00014116536128421512
4995,sd,2018,4,12272.477611940298,1.0,0.00013891633679015956
4996,sd,2018,5,12589.044776119403,1.0,0.000136667312296104
4997,sd,2018,6,12905.611940298506,1.0,0.00013441828780204841
4998,sd,2018,7,13222.179104477611,1.0,0.00013216926330799283
4999,sd,2018,8,13538.746268656716,1.0,0.00012992023881393727
5000,sd,2018,9,13855.313432835821,1.0,0.0001276712143198817
5001,sd,2018,10,14171.880597014924,1.0,0.00012542218982582615
5002,sd,2018,11,14488.44776119403,1.0,0.00012317316533177057
5003,sd,2018,12,14805.014925373134,1.0,0.00012092414083771501
5004,sd,2019,1,15121.582089552237,1.0,0.00011867511634365944
5005,sd,2019,2,15438.149253731342,1.0,0.00011642609184960386
5006,sd,2019,3,15754.716417910447,1.0,0.00011417706735554829
5007,sd,2019,4,16071.28358208955,1.0,0.00011192804286149272
5008,sd,2019,5,16387.850746268654,1.0,0.00010967901836743716
5009,sd,2019,6,16704.41791044776,1.0,0.00010742999387338159
5010,sd,2019,7,17020.985074626864,1.0,0.00010518096937932602
5011,sd,2019,8,17337.55223880597,1.0,0.00010293194488527046
5012,sd,2019,9,17654.119402985074,1.0,0.00010068292039121488
5013,sd,2019,10,17970.68656716418,1.0,9.843389589715931e-05
5014,sd,2019,11,18287.253731343284,1.0,9.618487140310374e-05
5015,sd,2019,12,18603.82089552239,1.0,9.393584690904817e-05
5016,sd,2020,1,18920.388059701494,1.0,9.168682241499261e-05
5017,sd,2020,2,19236.955223880595,1.0,8.943779792093704e-05
5018,sd,2020,3,19553.5223880597,1.0,8.718877342688147e-05
5019,sd,2020,4,19870.089552238805,1.0,8.49397489328259e-05
5020,sd,2020,5,20186.656716417907,1.0,8.269072443877033e-05
5021,sd,2020,6,20503.223880597012,1.0,8.044169994471476e-05
5022,sd,2020,7,20819.791044776117,1.0,7.819267545065919e-05
5023,sd,2020,8,21136.358208955222,1.0,7.594365095660362e-05
5024,sd,2020,9,21452.925373134327,1.0,7.369462646254806e-05
5025,sd,2020,10,21769.492537313432,1.0,7.144560196849249e-05
5026,sd,2020,11,22086.059701492537,1.0,6.919657747443691e-05
5027,sd,2020,12,22402.626865671642,1.0,6.694755298038136e-05
5028,sd,2021,1,22719.194029850743,1.0,6.469852848632577e-05
5029,sd,2021,2,23035.76119402985,1.0,6.244950399227021e-05
5030,sd,2021,3,23352.328358208953,1.0,6.020047949821465e-05
5031,sd,2021,4,23668.89552238806,1.0,5.7951455004159067e-05
5032,sd,2021,5,23985.462686567163,1.0,5.570243051010351e-05
5033,sd,2021,6,24302.02985074627,1.0,5.345340601604795e-05
5034,sd,2021,7,24618.59701492537,1.0,5.120438152199236e-05
5035,sd,2021,8,24935.164179104475,1.0,4.8955357027936805e-05
5036,sd,2021,9,25251.73134328358,1.0,4.670633253388122e-05
5037,sd,2021,10,25568.298507462685,1.0,4.445730803982566e-05
5038,sd,2021,11,25884.86567164179,1.0,4.22082835457701e-05
5039,sd,2021,12,26201.432835820895,1.0,3.9959259051714516e-05
5040,tn,2012,1,26518.0,1.0,3.771023455765895e-05
5041,tn,2012,2,87378.0,4.0,4.5778113483943327e-05
5042,tn,2012,3,125780.0,3.0,2.3851168707266655e-05
5043,tn,2012,4,86255.0,3.0,3.478059242942438e-05
5044,tn,2012,5,64222.0,3.0,4.6712964404721124e-05
5045,tn,2012,6,129038.0,8.0,6.199724112277003e-05
5046,tn,2012,7,189380.0,4.0,2.1121554546414617e-05
5047,tn,2012,8,177342.0,5.0,2.8194110814133143e-05
5048,tn,2012,9,127990.0,4.0,3.125244159699976e-05
5049,tn,2012,10,172490.0,5.0,2.898718766305293e-05
5050,tn,2012,11,165856.0,6.0,3.617595986880185e-05
5051,tn,2012,12,138153.0,1.0,7.238351682554849e-06
5052,tn,2013,1,167680.0,3.0,1.7891221374045802e-05
5053,tn,2013,2,160062.5,3.5,2.2065096403182827e-05
5054,tn,2013,3,152445.0,4.0,2.6238971432319854e-05
5055,tn,2013,4,108972.0,3.0,2.753000770840216e-05
5056,tn,2013,5,127232.0,3.0,2.357897384305835e-05
5057,tn,2013,6,132383.0,2.0,1.510767998912247e-05
5058,tn,2013,7,125817.0,5.0,3.974025767583077e-05
5059,tn,2013,8,127359.0,4.0,3.1407281778280294e-05
5060,tn,2013,9,112194.0,4.0,3.5652530438347865e-05
5061,tn,2013,10,29302.0,1.0,3.4127363319909904e-05
5062,tn,2013,11,116703.0,2.0,1.7137520029476534e-05
5063,tn,2013,12,119022.0,2.0,1.680361613819294e-05
5064,tn,2014,1,106549.0,3.0,2.966121535682129e-05
5065,tn,2014,2,94076.0,4.0,4.2518814575449636e-05
5066,tn,2014,3,97700.0,2.0,2.0470829068577278e-05
5067,tn,2014,4,108704.0,2.0,1.8398586988519283e-05
5068,tn,2014,5,111060.5,2.5,2.2424824058460776e-05
5069,tn,2014,6,113417.0,3.0,2.6451061128402268e-05
5070,tn,2014,7,93006.0,4.0,4.3007977979915275e-05
5071,tn,2014,8,25993.0,1.0,3.847189627976763e-05
5072,tn,2014,9,91397.0,4.0,4.376511264045866e-05
5073,tn,2014,10,84508.0,2.0,2.3666398447484262e-05
5074,tn,2014,11,98296.0,4.0,4.06934158053227e-05
5075,tn,2014,12,95172.0,3.0,3.152187618207036e-05
5076,tn,2015,1,94034.4,3.4,3.639268310112542e-05
5077,tn,2015,2,92896.8,3.8,4.126349002018048e-05
5078,tn,2015,3,91759.2,4.2,4.6134296939235545e-05
5079,tn,2015,4,90621.6,4.6,5.100510385829061e-05
5080,tn,2015,5,89484.0,5.0,5.587591077734567e-05
5081,tn,2015,6,86260.0,3.0,3.477857639693949e-05
5082,tn,2015,7,101936.0,2.0,1.9620153822005963e-05
5083,tn,2015,8,56671.0,1.0,1.7645709445748267e-05
5084,tn,2015,9,72078.0,2.0,2.7747717750215044e-05
5085,tn,2015,10,86934.0,1.0,1.1502979271631353e-05
5086,tn,2015,11,73934.0,2.0,2.7051153731706658e-05
5087,tn,2015,12,99204.5,1.5,1.7542447723455257e-05
5088,tn,2016,1,124475.0,1.0,8.033741715203856e-06
5089,tn,2016,2,98145.0,3.0,3.056701818737582e-05
5090,tn,2016,3,102504.0,4.0,3.8360066035114834e-05
5091,tn,2016,4,106863.0,5.0,4.615311388285385e-05
5092,tn,2016,5,111222.0,6.0,5.394616173059287e-05
5093,tn,2016,6,85863.0,2.0,2.329292011693046e-05
5094,tn,2016,7,87416.5,1.5,1.7266331925386665e-05
5095,tn,2016,8,88970.0,1.0,1.1239743733842868e-05
5096,tn,2016,9,125561.0,2.0,1.5928512834399215e-05
5097,tn,2016,10,84424.0,3.0,3.5534918980384726e-05
5098,tn,2016,11,107700.0,2.0,1.8570102135561747e-05
5099,tn,2016,12,120252.0,3.0,2.4947610018960184e-05
5100,tn,2017,1,122479.0,4.0,3.265865985189298e-05
5101,tn,2017,2,101276.0,3.0,2.9622022986689838e-05
5102,tn,2017,3,124206.0,4.0,3.220456338663189e-05
5103,tn,2017,4,95743.0,3.0,3.1333883417064436e-05
5104,tn,2017,5,124426.0,2.0,1.6073810939835726e-05
5105,tn,2017,6,111306.0,1.0,8.984241640163154e-06
5106,tn,2017,7,111752.0,1.0,8.949224233833299e-06
5107,tn,2017,8,112198.0,1.0,8.914206827503442e-06
5108,tn,2017,9,112644.0,1.0,8.879189421173587e-06
5109,tn,2017,10,113090.0,1.0,8.84417201484373e-06
5110,tn,2017,11,113536.0,1.0,8.809154608513875e-06
5111,tn,2017,12,113982.0,1.0,8.774137202184018e-06
5112,tn,2018,1,114428.0,1.0,8.739119795854162e-06
5113,tn,2018,2,89835.0,1.0,1.1131518895753326e-05
5114,tn,2018,3,60745.0,1.0,1.646226026833484e-05
5115,tn,2018,4,74961.0,2.0,2.6680540547751497e-05
5116,tn,2018,5,82924.25,1.75,2.2350922571485445e-05
5117,tn,2018,6,90887.5,1.5,1.802130459521939e-05
5118,tn,2018,7,98850.75,1.25,1.3691686618953339e-05
5119,tn,2018,8,106814.0,1.0,9.362068642687288e-06
5120,tn,2018,9,107603.0,3.0,2.7880263561424866e-05
5121,tn,2018,10,109801.0,3.0,2.7322155535924083e-05
5122,tn,2018,11,98652.66666666667,3.0,3.131131810729582e-05
5123,tn,2018,12,87504.33333333333,3.0,3.5300480678667555e-05
5124,tn,2019,1,76356.0,3.0,3.928964325003929e-05
5125,tn,2019,2,83770.0,2.0,2.387489554733198e-05
5126,tn,2019,3,78001.0,1.0,1.2820348457071063e-05
5127,tn,2019,4,93546.0,3.0,3.2069783849656855e-05
5128,tn,2019,5,84452.5,2.5,2.9304707076303367e-05
5129,tn,2019,6,75359.0,2.0,2.653963030294988e-05
5130,tn,2019,7,101172.0,1.0,9.884157672083184e-06
5131,tn,2019,8,99652.0,1.0,1.003492152691366e-05
5132,tn,2019,9,93917.0,1.0,1.1105186254966362e-05
5133,tn,2019,10,88182.0,1.0,1.2175450983019063e-05
5134,tn,2019,11,82447.0,1.0,1.3245715711071764e-05
5135,tn,2019,12,76712.0,1.0,1.4315980439124464e-05
5136,tn,2020,1,70977.0,1.0,1.5386245167177166e-05
5137,tn,2020,2,65242.0,1.0,1.6456509895229866e-05
5138,tn,2020,3,59507.0,1.0,1.7526774623282566e-05
5139,tn,2020,4,53772.0,1.0,1.859703935133527e-05
5140,tn,2020,5,62434.0,1.0,1.6016913861037256e-05
5141,tn,2020,6,74011.2,1.0,1.4475765131382996e-05
5142,tn,2020,7,85588.4,1.0,1.2934616401728737e-05
5143,tn,2020,8,97165.6,1.0,1.1393467672074477e-05
5144,tn,2020,9,108742.8,1.0,9.852318942420217e-06
5145,tn,2020,10,120320.0,1.0,8.311170212765958e-06
5146,tn,2020,11,101865.0,1.0,1.1609721745595974e-05
5147,tn,2020,12,83410.0,1.0,1.4908273278425988e-05
5148,tn,2021,1,64955.0,1.0,1.8206824811256006e-05
5149,tn,2021,2,46500.0,1.0,2.150537634408602e-05
5150,tn,2021,3,45681.6,1.0,2.1920392378796454e-05
5151,tn,2021,4,44863.2,1.0,2.2335408413506884e-05
5152,tn,2021,5,44044.8,1.0,2.2750424448217317e-05
5153,tn,2021,6,43226.4,1.0,2.3165440482927747e-05
5154,tn,2021,7,42408.0,1.0,2.358045651763818e-05
5155,tn,2021,8,43928.0,1.0,2.281733494748808e-05
5156,tn,2021,9,45448.0,1.0,2.2054213377337974e-05
5157,tn,2021,10,46968.0,1.0,2.1291091807187873e-05
5158,tn,2021,11,47153.0,1.0,2.120788482792534e-05
5159,tn,2021,12,47338.0,1.0,2.1124677848662806e-05
5160,tx,2012,1,105604.0,6.0,5.6816029695844856e-05
5161,tx,2012,2,381610.0,14.0,3.6686669636539924e-05
5162,tx,2012,3,535875.0,26.0,4.851877770002333e-05
5163,tx,2012,4,376841.0,15.0,3.9804586019037204e-05
5164,tx,2012,5,262917.0,11.0,4.1838298778702024e-05
5165,tx,2012,6,595476.0,19.0,3.190724731139458e-05
5166,tx,2012,7,840692.0,34.0,4.044287325203523e-05
5167,tx,2012,8,826106.0,28.0,3.389395549723643e-05
5168,tx,2012,9,587968.0,18.0,3.061391096114074e-05
5169,tx,2012,10,773576.0,30.0,3.878093425856024e-05
5170,tx,2012,11,768738.0,22.0,2.861833290405834e-05
5171,tx,2012,12,649271.0,23.0,3.542434515017612e-05
5172,tx,2013,1,735919.0,25.0,3.397112997490213e-05
5173,tx,2013,2,518926.0,15.0,2.8905855555512732e-05
5174,tx,2013,3,750934.0,26.0,3.462354880721874e-05
5175,tx,2013,4,550921.0,20.0,3.6302845598552245e-05
5176,tx,2013,5,688855.0,32.0,4.6453898135311494e-05
5177,tx,2013,6,683031.0,30.0,4.392187177448754e-05
5178,tx,2013,7,715728.0,26.0,3.632664922987504e-05
5179,tx,2013,8,733108.0,30.0,4.092166502070636e-05
5180,tx,2013,9,612668.0,25.0,4.080513426521379e-05
5181,tx,2013,10,160755.0,3.0,1.866193897545955e-05
5182,tx,2013,11,619048.0,13.0,2.099998707693103e-05
5183,tx,2013,12,642491.0,19.0,2.9572398679514577e-05
5184,tx,2014,1,559163.5,17.5,3.159871457609922e-05
5185,tx,2014,2,475836.0,16.0,3.362503047268386e-05
5186,tx,2014,3,503477.0,14.0,2.7806632676368534e-05
5187,tx,2014,4,577735.0,26.0,4.500333197746372e-05
5188,tx,2014,5,589430.0,19.0,3.2234531666185974e-05
5189,tx,2014,6,643091.0,19.0,2.9544807811025188e-05
5190,tx,2014,7,534324.0,14.0,2.6201331027616202e-05
5191,tx,2014,8,151441.0,3.0,1.980969486466677e-05
5192,tx,2014,9,484164.0,11.0,2.2719574359101462e-05
5193,tx,2014,10,447285.0,8.0,1.7885688095956718e-05
5194,tx,2014,11,504358.0,16.0,3.172349799150603e-05
5195,tx,2014,12,500988.0,24.0,4.7905339050037127e-05
5196,tx,2015,1,386046.3333333333,16.333333333333332,3.407141453511586e-05
5197,tx,2015,2,271104.6666666666,8.666666666666666,2.02374900201946e-05
5198,tx,2015,3,156163.0,1.0,6.403565505273336e-06
5199,tx,2015,4,373670.0,12.0,3.211389728905184e-05
5200,tx,2015,5,503518.0,15.0,2.9790394782311657e-05
5201,tx,2015,6,467753.0,4.0,8.551521850207268e-06
5202,tx,2015,7,584637.0,4.0,6.8418522946717366e-06
5203,tx,2015,8,334615.0,5.0,1.4942545910972311e-05
5204,tx,2015,9,412602.0,9.0,2.1812788110576295e-05
5205,tx,2015,10,507275.0,16.0,3.154107732492238e-05
5206,tx,2015,11,426746.0,9.0,2.108982860999283e-05
5207,tx,2015,12,378697.0,12.0,3.16876024895893e-05
5208,tx,2016,1,670338.0,15.0,2.237677112143426e-05
5209,tx,2016,2,491088.0,15.0,3.054442380998925e-05
5210,tx,2016,3,493772.0,11.0,2.2277488395453773e-05
5211,tx,2016,4,684640.0,23.0,3.359429773311521e-05
5212,tx,2016,5,723538.0,22.0,3.0406143146593544e-05
5213,tx,2016,6,578275.0,16.0,2.7668496822446068e-05
5214,tx,2016,7,249691.0,7.0,2.8034650828423933e-05
5215,tx,2016,8,546678.0,12.0,2.195076443537146e-05
5216,tx,2016,9,729645.0,15.0,2.0557942561108485e-05
5217,tx,2016,10,490209.0,12.0,2.447935472420947e-05
5218,tx,2016,11,641704.0,24.0,3.740042137808086e-05
5219,tx,2016,12,717800.0,31.0,4.318751741432154e-05
5220,tx,2017,1,770808.0,23.0,2.9838818486575128e-05
5221,tx,2017,2,641768.0,42.0,6.544421036885603e-05
5222,tx,2017,3,772483.0,27.0,3.49522254858683e-05
5223,tx,2017,4,626030.0,28.0,4.472629107231283e-05
5224,tx,2017,5,811023.0,20.0,2.4660213088901302e-05
5225,tx,2017,6,712483.0,11.0,1.5438964859512437e-05
5226,tx,2017,7,709391.5714285715,11.571428571428571,1.6335198922112115e-05
5227,tx,2017,8,706300.1428571428,12.142857142857142,1.7231432984711793e-05
5228,tx,2017,9,703208.7142857143,12.714285714285714,1.8127667047311475e-05
5229,tx,2017,10,700117.2857142857,13.285714285714285,1.9023901109911153e-05
5230,tx,2017,11,697025.8571428572,13.857142857142858,1.992013517251083e-05
5231,tx,2017,12,693934.4285714285,14.428571428571429,2.081636923511051e-05
5232,tx,2018,1,690843.0,15.0,2.1712603297710188e-05
5233,tx,2018,2,563149.0,9.0,1.5981560830259842e-05
5234,tx,2018,3,390305.0,19.0,4.8679878556513495e-05
5235,tx,2018,4,485681.0,37.0,7.61816912747256e-05
5236,tx,2018,5,93544.0,2.0,2.1380313007782435e-05
5237,tx,2018,6,385609.0,16.0,4.1492807481153186e-05
